_id,age,annual_income,spending_score,work_experience,family_size,profession_doctor,profession_engineer,profession_entertainment,profession_executive,profession_healthcare,profession_homemaker,profession_lawyer,profession_marketing,__v
654d95070bea87a821504619,18,0.752734585,0.99,0,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a82150461a,37,0.094749808,0.57,0.058823529,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a82150461b,78,0.342152084,0.89,0.058823529,0.125,0,0,0,0,0,0,1,0,
654d95070bea87a82150461c,16,0.047374904,0.88,0.411764706,0.375,0,0,0,1,0,0,0,0,
654d95070bea87a82150461d,93,0.50006843,0.21,0.058823529,0,0,0,0,0,0,0,0,0,
654d95070bea87a82150461e,74,0.410582501,0.12,0.529411765,0.25,0,1,0,0,0,0,0,0,
654d95070bea87a82150461f,68,0.252666154,0.73,0.176470588,0.25,0,0,0,0,1,0,0,0,
654d95070bea87a821504620,32,0.331624328,0.87,0.058823529,0.375,0,0,0,1,0,0,0,0,
654d95070bea87a821504621,43,0.447429648,0.63,0.058823529,0.125,0,0,0,0,0,0,0,1,
654d95070bea87a821504622,52,0.226346763,0.58,0.058823529,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a821504623,63,0.389526988,0.2,0.058823529,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504624,33,0.35267984,0.11,0,0,0,0,0,0,1,0,0,0,
654d95070bea87a821504625,86,0.310568815,0.4,0,0,0,0,0,0,0,0,0,0,
654d95070bea87a821504626,85,0.73694295,0.84,0.058823529,0,0,0,1,0,0,0,0,0,
654d95070bea87a821504627,73,0.163180225,0.47,0.058823529,0.125,0,0,0,0,1,0,0,0,
654d95070bea87a821504628,21,0.026319391,0.91,0,0,0,0,0,0,0,0,0,1,
654d95070bea87a821504629,93,0.100013686,0.58,0.058823529,0.25,0,1,0,0,0,0,0,0,
654d95070bea87a82150462a,9,0.142124712,0.62,0.411764706,0,0,0,1,0,0,0,0,0,
654d95070bea87a82150462b,10,0.357943719,0.8,0.352941176,0.25,1,0,0,0,0,0,0,0,
654d95070bea87a82150462c,11,0.200027372,0.66,0.470588235,0.875,0,0,0,0,0,0,0,0,
654d95070bea87a82150462d,48,0.263193911,0.36,0.352941176,0.375,0,1,0,0,0,0,0,0,
654d95070bea87a82150462e,73,0.421110257,0.73,0.117647059,0.125,0,0,1,0,0,0,0,0,
654d95070bea87a82150462f,66,0.363207597,0.43,0.529411765,0.25,0,0,0,1,0,0,0,0,
654d95070bea87a821504630,79,0.163180225,0.91,0.176470588,0.25,0,1,0,0,0,0,0,0,
654d95070bea87a821504631,62,0.457957405,0.41,0.352941176,0.125,1,0,0,0,0,0,0,0,
654d95070bea87a821504632,17,0.415846379,0.16,0.058823529,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a821504633,32,0.168444103,0.86,0.294117647,0.125,0,0,1,0,0,0,0,0,
654d95070bea87a821504634,85,0.809516039,1,0.176470588,0.25,0,0,1,0,0,0,0,0,
654d95070bea87a821504635,31,0.504547991,0.16,0.294117647,0.125,0,0,0,0,1,0,0,0,
654d95070bea87a821504636,31,0.763341299,0.73,0.352941176,0.25,0,0,0,0,1,0,0,0,
654d95070bea87a821504637,38,0.781891206,0.07,0.294117647,0.125,0,0,0,0,1,0,0,0,
654d95070bea87a821504638,90,0.617552928,0.21,0.058823529,0.125,0,0,0,0,0,0,1,0,
654d95070bea87a821504639,65,0.948777201,0.26,0.352941176,0.125,0,0,0,0,0,0,0,1,
654d95070bea87a82150463a,63,0.868813627,0.12,0.235294118,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a82150463b,61,0.634228894,0.14,0,0.125,1,0,0,0,0,0,0,0,
654d95070bea87a82150463c,26,0.593586491,0.83,0.470588235,0.375,0,1,0,0,0,0,0,0,
654d95070bea87a82150463d,17,0.823733774,0.65,0.058823529,0.375,0,1,0,0,0,0,0,0,
654d95070bea87a82150463e,56,0.513554486,0.15,0.294117647,0.625,0,0,0,1,0,0,0,0,
654d95070bea87a82150463f,12,0.407955826,0.3,0.294117647,0.375,0,1,0,0,0,0,0,0,
654d95070bea87a821504640,24,0.622727321,1,0.294117647,0,0,0,0,0,0,0,1,0,
654d95070bea87a821504641,13,0.3383463,0.09,0.529411765,0.375,0,0,0,1,0,0,0,0,
654d95070bea87a821504642,12,0.28386516,0.77,0.117647059,0.25,1,0,0,0,0,0,0,0,
654d95070bea87a821504643,72,0.494388706,0.93,0.529411765,0.125,0,0,0,0,0,0,1,0,
654d95070bea87a821504644,54,0.695074063,0.08,0.235294118,0.375,0,0,0,0,0,1,0,0,
654d95070bea87a821504645,45,0.964431975,0.91,0.411764706,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504646,66,0.962958089,0.44,0.470588235,0,0,0,0,0,0,0,0,1,
654d95070bea87a821504647,27,0.359375493,0.56,0.470588235,0.375,0,0,0,0,1,0,0,0,
654d95070bea87a821504648,36,0.367634518,0.21,0.588235294,0.125,0,1,0,0,0,0,0,0,
654d95070bea87a821504649,5,0.363618179,0.6,0.764705882,0,0,0,0,0,0,0,1,0,
654d95070bea87a82150464a,89,0.58253761,1,0.117647059,0.375,0,0,0,0,1,0,0,0,
654d95070bea87a82150464b,13,0.502537189,0.94,0.352941176,0,1,0,0,0,0,0,0,0,
654d95070bea87a82150464c,91,0.541447777,0.4,0.235294118,0,0,0,0,0,0,0,0,0,
654d95070bea87a82150464d,16,0.702996199,0.07,0.176470588,0,0,0,0,0,0,0,0,0,
654d95070bea87a82150464e,63,0.33998863,0.9,0.411764706,0,0,1,0,0,0,0,0,0,
654d95070bea87a82150464f,52,0.804083717,0.39,0.235294118,0.125,0,1,0,0,0,0,0,0,
654d95070bea87a821504650,37,0.48592439,0.58,0.058823529,0.5,0,0,0,0,1,0,0,0,
654d95070bea87a821504651,78,0.520713361,0.02,0.117647059,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a821504652,24,0.872993146,0.33,0,0.375,0,1,0,0,0,0,0,0,
654d95070bea87a821504653,4,0.493293819,0.62,0.176470588,0.375,0,1,0,0,0,0,0,0,
654d95070bea87a821504654,84,0.724525461,0.67,0,0.5,0,0,0,0,1,0,0,0,
654d95070bea87a821504655,0,0.914561993,0.96,0,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a821504656,67,0.611273122,0.58,0.588235294,0.125,0,0,1,0,0,0,0,0,
654d95070bea87a821504657,32,0.590849274,0.3,0.470588235,0.25,0,0,0,0,1,0,0,0,
654d95070bea87a821504658,39,0.365228926,0.75,0.058823529,0.5,0,0,0,0,1,0,0,0,
654d95070bea87a821504659,68,0.402839336,0.62,0,0.125,0,0,0,0,1,0,0,0,
654d95070bea87a82150465a,7,0.651689179,0.28,0.823529412,0,1,0,0,0,0,0,0,0,
654d95070bea87a82150465b,76,0.359480771,0.55,0.470588235,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a82150465c,84,0.911624749,0.99,0.176470588,0,0,0,0,0,0,0,0,0,
654d95070bea87a82150465d,75,0.747649678,0.82,0.058823529,0.375,0,0,1,0,0,0,0,0,
654d95070bea87a82150465e,22,0.568188278,0.61,0,0,0,0,0,0,0,0,0,0,
654d95070bea87a82150465f,90,0.788739512,0.61,0.058823529,0,0,1,0,0,0,0,0,0,
654d95070bea87a821504660,4,0.781322707,0.99,0.058823529,0.875,0,0,0,0,1,0,0,0,
654d95070bea87a821504661,78,0.666401718,0.84,0,0.25,0,0,0,0,0,0,1,0,
654d95070bea87a821504662,58,0.300988556,0.22,0.529411765,0,0,0,0,0,1,0,0,0,
654d95070bea87a821504663,99,0.970796004,0.41,0.529411765,0,0,0,0,0,0,0,0,0,
654d95070bea87a821504664,24,0.79529304,0.39,0.117647059,0.5,0,0,0,0,0,0,0,1,
654d95070bea87a821504665,88,0.874367019,0.98,0.764705882,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a821504666,92,0.357154137,0.91,0.529411765,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a821504667,99,0.912724899,0.04,0.764705882,0,0,1,0,0,0,0,0,0,
654d95070bea87a821504668,51,0.380594187,0.98,0.411764706,0,0,0,0,0,0,0,1,0,
654d95070bea87a821504669,23,0.956762504,0.35,0.823529412,0.25,0,0,0,0,1,0,0,0,
654d95070bea87a82150466a,13,0.773042627,0.75,0.529411765,0,1,0,0,0,0,0,0,0,
654d95070bea87a82150466b,22,0.910245613,0.2,0.352941176,0,0,1,0,0,0,0,0,0,
654d95070bea87a82150466c,89,0.609615,0.87,0.647058824,0.375,0,0,0,0,0,1,0,0,
654d95070bea87a82150466d,20,0.970259088,0.51,0.764705882,0.5,0,0,0,0,0,0,0,1,
654d95070bea87a82150466e,72,0.354537989,0.19,0.529411765,0.25,0,0,0,0,0,0,1,0,
654d95070bea87a82150466f,17,0.87379852,0.71,0.529411765,0.25,0,0,0,0,1,0,0,0,
654d95070bea87a821504670,90,0.868087212,0.18,0.470588235,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a821504671,99,0.333540379,0.61,0.058823529,0.125,0,0,1,0,0,0,0,0,
654d95070bea87a821504672,39,0.95987872,0.73,0.235294118,0.25,0,1,0,0,0,0,0,0,
654d95070bea87a821504673,37,0.781917526,0.56,0.058823529,0.125,0,0,1,0,0,0,0,0,
654d95070bea87a821504674,46,0.33074526,0.85,0.058823529,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504675,65,0.634965837,0.72,0,0.125,0,0,0,0,1,0,0,0,
654d95070bea87a821504676,60,0.689031131,0.3,0.058823529,0,0,0,0,0,0,0,0,0,
654d95070bea87a821504677,93,0.54286376,0.74,0.705882353,0.25,0,0,0,1,0,0,0,0,
654d95070bea87a821504678,72,0.561555792,0.15,0.529411765,0.5,0,0,0,0,1,0,0,0,
654d95070bea87a821504679,36,0.459815554,0.25,0.058823529,0.5,0,0,1,0,0,0,0,0,
654d95070bea87a82150467a,52,0.463463421,0.61,0.470588235,0,0,0,0,0,0,0,0,0,
654d95070bea87a82150467b,72,0.516744397,0.49,0.058823529,0.125,0,0,1,0,0,0,0,0,
654d95070bea87a82150467c,28,0.93836525,0.05,0.117647059,0,0,0,0,0,0,0,1,0,
654d95070bea87a82150467d,48,0.880288882,0.92,0.352941176,0.375,1,0,0,0,0,0,0,0,
654d95070bea87a82150467e,85,0.739459084,0.43,0.352941176,0.375,1,0,0,0,0,0,0,0,
654d95070bea87a82150467f,22,0.838514744,0.83,0.470588235,0,0,0,0,0,0,0,0,0,
654d95070bea87a821504680,30,0.75822481,0.78,0.058823529,0,1,0,0,0,0,0,0,0,
654d95070bea87a821504681,46,0.382125975,0.64,0.058823529,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504682,82,0.949014076,0.77,0.117647059,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504683,73,0.872403592,0.51,0,0,0,0,1,0,0,0,0,0,
654d95070bea87a821504684,8,0.923321086,0.02,0.294117647,0,0,0,0,0,0,0,0,0,
654d95070bea87a821504685,90,0.369529515,0.08,0,0.125,0,1,0,0,0,0,0,0,
654d95070bea87a821504686,34,0.481660648,0.26,0,0.625,0,0,0,0,0,0,0,0,
654d95070bea87a821504687,10,0.971301336,0.43,0,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504688,79,0.755682357,0.83,0.058823529,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a821504689,83,0.692589512,0.97,0.058823529,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a82150468a,20,0.795498331,0.18,0.882352941,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a82150468b,25,0.355032794,0.05,0.882352941,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a82150468c,26,0.618263552,0.08,0.941176471,0.125,0,0,0,0,1,0,0,0,
654d95070bea87a82150468d,18,0.453762094,0.23,0.764705882,0,1,0,0,0,0,0,0,0,
654d95070bea87a82150468e,7,0.717103393,0.1,0.411764706,0,0,0,0,0,0,0,0,0,
654d95070bea87a82150468f,1,0.46924316,0.01,0.705882353,0.125,1,0,0,0,0,0,0,0,
654d95070bea87a821504690,21,0.627012117,0.3,1,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a821504691,86,0.860449325,0.31,0.529411765,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a821504692,75,0.79850927,0.82,0.882352941,0,0,0,0,0,0,0,0,0,
654d95070bea87a821504693,78,0.972427806,0.52,0.764705882,0,0,0,0,0,0,0,1,0,
654d95070bea87a821504694,87,0.37067704,0.69,0.352941176,0.375,0,0,0,0,0,1,0,0,
654d95070bea87a821504695,8,0.626948951,0.41,0.823529412,0.25,0,0,1,0,0,0,0,0,
654d95070bea87a821504696,59,0.689304852,0.28,0.294117647,0.25,0,0,0,1,0,0,0,0,
654d95070bea87a821504697,13,0.741943634,0.77,0.882352941,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504698,55,0.433138219,0.35,0.941176471,0,0,1,0,0,0,0,0,0,
654d95070bea87a821504699,50,0.481060566,0.92,0.647058824,0.75,0,0,0,0,1,0,0,0,
654d95070bea87a82150469a,54,0.98097108,0.95,0.764705882,0.125,1,0,0,0,0,0,0,0,
654d95070bea87a82150469b,13,0.942176298,0.46,0.823529412,0.25,1,0,0,0,0,0,0,0,
654d95070bea87a82150469c,79,0.875567183,0.45,0.294117647,0.5,0,1,0,0,0,0,0,0,
654d95070bea87a82150469d,65,0.631081095,0.11,1,0.625,0,0,0,0,0,0,0,0,
654d95070bea87a82150469e,51,0.351900786,0.73,0.882352941,0.25,0,0,0,1,0,0,0,0,
654d95070bea87a82150469f,18,0.546895891,0.36,0.941176471,0.375,0,0,0,1,0,0,0,0,
654d95070bea87a8215046a0,21,0.988351038,0.87,0.117647059,0.25,0,0,0,0,1,0,0,0,
654d95070bea87a8215046a1,37,0.540689779,0.93,0.411764706,0.375,0,0,0,0,1,0,0,0,
654d95070bea87a8215046a2,83,0.540321307,0.83,0,0.125,0,0,1,0,0,0,0,0,
654d95070bea87a8215046a3,96,0.597897607,0.31,0,0.375,0,0,0,0,0,0,1,0,
654d95070bea87a8215046a4,65,0.45537284,0.88,0,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a8215046a5,80,0.311089939,0.44,0.058823529,0.75,0,0,0,0,0,0,0,1,
654d95070bea87a8215046a6,75,0.71108678,0.05,0.058823529,0.5,0,0,0,0,0,0,1,0,
654d95070bea87a8215046a7,87,0.583606178,0.78,0.058823529,0.375,0,1,0,0,0,0,0,0,
654d95070bea87a8215046a8,86,0.987856233,0.12,0,0,0,0,0,0,0,0,0,0,
654d95070bea87a8215046a9,36,0.65595292,0.25,0.470588235,0.5,0,0,0,0,0,0,0,0,
654d95070bea87a8215046aa,78,0.876393612,0.4,0.529411765,0.75,0,0,0,0,0,1,0,0,
654d95070bea87a8215046ab,62,0.909377073,0.69,0.058823529,0.125,0,0,1,0,0,0,0,0,
654d95070bea87a8215046ac,89,0.64445661,0.19,0.058823529,0,0,0,0,0,1,0,0,0,
654d95070bea87a8215046ad,56,0.966132208,0.96,0,0.625,0,0,1,0,0,0,0,0,
654d95070bea87a8215046ae,35,0.507880026,0.34,0.294117647,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a8215046af,33,0.592644257,0.71,0.058823529,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a8215046b0,58,0.819438449,0.71,0.411764706,0.75,0,0,1,0,0,0,0,0,
654d95070bea87a8215046b1,68,0.383457736,0.93,0.058823529,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a8215046b2,38,0.378457052,0.32,0.117647059,0.25,0,0,1,0,0,0,0,0,
654d95070bea87a8215046b3,31,0.834214156,0.57,0.058823529,0.5,1,0,0,0,0,0,0,0,
654d95070bea87a8215046b4,90,0.469806395,0.04,0.058823529,0,0,0,1,0,0,0,0,0,
654d95070bea87a8215046b5,28,0.947029594,0.24,0.058823529,0,0,1,0,0,0,0,0,0,
654d95070bea87a8215046b6,1,0.587227726,0.85,0.411764706,0.375,0,0,0,0,1,0,0,0,
654d95070bea87a8215046b7,78,0.671749818,0.78,0.588235294,0.75,0,0,0,1,0,0,0,0,
654d95070bea87a8215046b8,23,0.263593965,0.32,0.176470588,0.5,0,0,0,0,0,0,0,0,
654d95070bea87a8215046b9,25,0.409419184,0.62,0.235294118,0,0,0,0,0,0,0,0,0,
654d95070bea87a8215046ba,59,0.894854033,0.38,0.294117647,0.5,0,1,0,0,0,0,0,0,
654d95070bea87a8215046bb,7,0.561029404,0.76,0.058823529,0.75,1,0,0,0,0,0,0,0,
654d95070bea87a8215046bc,24,0.411756346,0.41,0,0,0,0,0,0,0,0,1,0,
654d95070bea87a8215046bd,76,0.717250782,0.14,0,0.75,0,0,0,0,0,0,0,0,
654d95070bea87a8215046be,37,0.807473654,0.93,0.058823529,0.625,0,0,1,0,0,0,0,0,
654d95070bea87a8215046bf,6,0.857264678,0.91,0,0,0,0,0,0,0,0,0,0,
654d95070bea87a8215046c0,0,0.302004485,0.29,0,0.75,0,0,0,0,0,0,0,0,
654d95070bea87a8215046c1,3,0.703264657,0.47,0.058823529,0,0,0,0,0,0,0,0,0,
654d95070bea87a8215046c2,95,0.349110931,0.88,0,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a8215046c3,0,0.36194953,0.16,0.058823529,0.375,0,0,0,0,0,0,1,0,
654d95070bea87a8215046c4,7,0.37241412,0.86,0.764705882,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a8215046c5,54,0.346752714,0.87,0.411764706,0.625,0,0,0,0,0,0,0,0,
654d95070bea87a8215046c6,89,0.610588817,0.24,0.882352941,0,0,1,0,0,0,0,0,0,
654d95070bea87a8215046c7,58,0.353190437,0.91,0.352941176,0,0,1,0,0,0,0,0,0,
654d95070bea87a8215046c8,12,0.568640972,0.64,0.764705882,0.5,0,0,0,0,0,0,0,0,
654d95070bea87a8215046c9,7,0.928279659,0.8,0.470588235,0.125,0,0,0,0,1,0,0,0,
654d95070bea87a8215046ca,11,0.465600556,0.4,0.470588235,0.625,0,0,0,0,1,0,0,0,
654d95070bea87a8215046cb,74,0.675176603,0.55,0.411764706,0.375,0,1,0,0,0,0,0,0,
654d95070bea87a8215046cc,64,0.825255035,0.2,0.411764706,0.125,0,0,0,0,1,0,0,0,
654d95070bea87a8215046cd,48,0.648688768,0.5,0.588235294,0.75,0,0,0,0,0,0,1,0,
654d95070bea87a8215046ce,8,0.319991157,0.38,0.058823529,0.5,0,0,0,0,0,0,0,0,
654d95070bea87a8215046cf,15,0.954509564,0.99,0.823529412,0.625,0,0,0,0,0,0,0,0,
654d95070bea87a8215046d0,1,0.985908598,0.07,0,0,0,0,0,0,0,0,0,0,
654d95070bea87a8215046d1,21,0.810031899,0.86,0.352941176,0.625,0,0,0,0,0,0,0,0,
654d95070bea87a8215046d2,84,0.281617484,0.44,0.176470588,0.375,0,0,0,0,0,0,0,1,
654d95070bea87a8215046d3,5,0.365539495,0.28,0.235294118,0.625,1,0,0,0,0,0,0,0,
654d95070bea87a8215046d4,47,0.653099898,0.56,0,0.75,0,0,0,0,0,0,1,0,
654d95070bea87a8215046d5,96,0.714834662,0.29,0,0.75,0,0,0,0,1,0,0,0,
654d95070bea87a8215046d6,93,0.634807921,0.96,0.117647059,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a8215046d7,16,0.480897386,0.11,0.058823529,0.375,0,0,1,0,0,0,0,0,
654d95070bea87a8215046d8,56,0.280201501,0.41,0,0.5,0,0,0,0,0,0,0,1,
654d95070bea87a8215046d9,76,0.822902081,0.31,0.058823529,0.125,0,1,0,0,0,0,0,0,
654d95070bea87a8215046da,0,0.979091876,0.8,0.882352941,0.125,1,0,0,0,0,0,0,0,
654d95070bea87a8215046db,70,0.588291029,0.53,0.705882353,0.5,0,0,0,1,0,0,0,0,
654d95070bea87a8215046dc,47,0.757503658,0.12,0.235294118,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a8215046dd,13,0.960184025,0.22,0.647058824,0.375,0,0,0,0,1,0,0,0,
654d95070bea87a8215046de,86,0.518297241,0.46,0.588235294,0.5,0,0,0,0,0,1,0,0,
654d95070bea87a8215046df,91,0.493551749,0.28,0.882352941,0.75,0,0,0,0,0,0,0,0,
654d95070bea87a8215046e0,97,0.550506911,0.5,0.470588235,0.125,0,0,0,0,1,0,0,0,
654d95070bea87a8215046e1,20,0.688583701,0.92,1,0.5,0,0,0,0,0,0,0,0,
654d95070bea87a8215046e2,11,0.311632118,0.92,0.294117647,0.375,0,0,0,0,1,0,0,0,
654d95070bea87a8215046e3,28,0.420941813,0.45,0.529411765,0.125,0,0,0,0,0,0,1,0,
654d95070bea87a8215046e4,32,0.55178077,0.42,0,0.75,0,0,0,0,0,0,0,0,
654d95070bea87a8215046e5,82,0.993393833,0.3,0,0.625,0,0,0,0,0,0,1,0,
654d95070bea87a8215046e6,39,0.987166665,0.66,0.176470588,0.625,0,0,0,0,1,0,0,0,
654d95070bea87a8215046e7,7,0.705401792,0.85,0.117647059,0,0,0,1,0,0,0,0,0,
654d95070bea87a8215046e8,13,0.928532325,0.71,0.352941176,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a8215046e9,34,0.815311569,0.43,0.529411765,0.625,0,0,0,0,1,0,0,0,
654d95070bea87a8215046ea,76,0.819175256,0.81,0,0.125,0,0,0,0,1,0,0,0,
654d95070bea87a8215046eb,30,0.328097529,0.6,0.058823529,0,0,0,0,0,1,0,0,0,
654d95070bea87a8215046ec,69,0.59396549,0.34,0.058823529,0.75,0,0,0,0,1,0,0,0,
654d95070bea87a8215046ed,22,0.306794614,0.59,0.117647059,0.375,0,0,0,0,0,1,0,0,
654d95070bea87a8215046ee,60,0.409829766,0.81,0.058823529,0.625,0,0,0,0,0,0,0,0,
654d95070bea87a8215046ef,66,0.65811111,0.25,0,0,0,0,0,0,0,0,0,0,
654d95070bea87a8215046f0,57,0.717161296,0.34,0.529411765,0,0,0,0,0,0,0,0,0,
654d95070bea87a8215046f1,60,0.431290598,0.81,0.058823529,0.375,0,0,0,0,1,0,0,0,
654d95070bea87a8215046f2,59,0.68699401,0.97,0.176470588,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a8215046f3,54,0.76064093,0.88,0.176470588,0,0,0,0,0,0,0,1,0,
654d95070bea87a8215046f4,90,0.33567225,0.06,0.235294118,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a8215046f5,14,0.35141651,0.2,0,0.375,0,0,0,0,0,0,0,0,
654d95070bea87a8215046f6,34,0.711228905,0.54,0.058823529,0.75,0,0,1,0,0,0,0,0,
654d95070bea87a8215046f7,85,0.946850622,0.17,0.705882353,0.375,0,0,0,0,1,0,0,0,
654d95070bea87a8215046f8,83,0.491388295,0.65,0.058823529,0,1,0,0,0,0,0,0,0,
654d95070bea87a8215046f9,12,0.445045111,0.96,0.176470588,0.25,0,0,0,0,0,1,0,0,
654d95070bea87a8215046fa,95,0.640745576,0.03,0.705882353,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a8215046fb,41,0.345957868,0.91,0.352941176,0.75,0,0,0,0,0,0,0,0,
654d95070bea87a8215046fc,38,0.509511828,0.96,0.352941176,0.25,0,0,0,0,1,0,0,0,
654d95070bea87a8215046fd,68,0.380852117,0.61,0.470588235,0.5,0,0,0,0,1,0,0,0,
654d95070bea87a8215046fe,4,0.279496142,0.21,0,0.75,0,0,0,0,1,0,0,0,
654d95070bea87a8215046ff,5,0.762372746,0.17,0.058823529,0.25,0,0,0,0,0,0,0,0,
654d95070bea87a821504700,3,0.967769274,0.1,0.058823529,0.125,1,0,0,0,0,0,0,0,
654d95070bea87a821504701,20,0.589006917,0.9,0.058823529,0.25,0,0,0,1,0,0,0,0,
654d95070bea87a821504702,3,0.341225641,0.3,0.058823529,0,0,0,0,1,0,0,0,0,
654d95070bea87a821504703,36,0.466195374,0.16,0.058823529,0.5,0,0,0,0,1,0,0,0,
654d95070bea87a821504704,70,0.552570352,0.63,0.058823529,0,0,0,0,0,0,0,0,0,
654d95070bea87a821504705,17,0.879383495,0.47,0.058823529,0.5,0,0,0,0,0,0,0,0,
654d95070bea87a821504706,31,0.363302347,0.17,0.352941176,0,0,0,0,0,0,0,0,0,
654d95070bea87a821504707,48,0.916488572,0.96,0,0,0,0,1,0,0,0,0,0,
654d95070bea87a821504708,28,0.327339531,0.29,0,0,0,0,0,0,0,0,0,1,
654d95070bea87a821504709,97,0.96741133,0.7,0.529411765,0.25,0,0,0,0,1,0,0,0,
654d95070bea87a82150470a,81,0.440960342,0.01,0.058823529,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a82150470b,37,0.780085696,0.91,0,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a82150470c,85,0.693473844,0.87,0.058823529,0,0,0,1,0,0,0,0,0,
654d95070bea87a82150470d,78,0.31568004,0.94,0.823529412,0.75,0,0,0,0,0,1,0,0,
654d95070bea87a82150470e,13,0.468274606,0.02,0.764705882,0.25,0,0,1,0,0,0,0,0,
654d95070bea87a82150470f,53,0.737506185,0.38,0.058823529,0.5,0,0,0,0,1,0,0,0,
654d95070bea87a821504710,41,0.852200827,0.49,0.058823529,0.25,0,0,1,0,0,0,0,0,
654d95070bea87a821504711,9,0.301472833,0.6,0.058823529,0,0,1,0,0,0,0,0,0,
654d95070bea87a821504712,20,0.63141272,0.02,0.470588235,0.125,0,0,0,0,1,0,0,0,
654d95070bea87a821504713,98,0.880104646,0.63,0.058823529,0.5,1,0,0,0,0,0,0,0,
654d95070bea87a821504714,44,0.979691958,0.02,0.470588235,0.625,0,0,0,0,1,0,0,0,
654d95070bea87a821504715,66,0.708923326,0.59,0.882352941,0.5,0,0,0,0,1,0,0,0,
654d95070bea87a821504716,58,0.950019476,0.74,0,0.25,0,0,0,0,1,0,0,0,
654d95070bea87a821504717,97,0.593675977,0.21,0.529411765,0.625,0,0,0,0,0,0,0,0,
654d95070bea87a821504718,13,0.790939813,0.17,0,0.25,1,0,0,0,0,0,0,0,
654d95070bea87a821504719,48,0.609725541,0.92,0.117647059,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a82150471a,47,0.551833409,0.44,0,0.75,0,0,0,0,0,0,0,0,
654d95070bea87a82150471b,93,0.803115163,0.66,0.823529412,0.5,1,0,0,0,0,0,0,0,
654d95070bea87a82150471c,11,0.854259004,0.45,0.176470588,0.125,0,1,0,0,0,0,0,0,
654d95070bea87a82150471d,68,0.904128986,0.59,0.058823529,0.625,1,0,0,0,0,0,0,0,
654d95070bea87a82150471e,87,0.409050712,0.73,0,0,0,0,0,0,0,0,0,0,
654d95070bea87a82150471f,22,0.500347416,0.17,0.058823529,0.125,0,0,1,0,0,0,0,0,
654d95070bea87a821504720,89,0.393843368,0.33,0.058823529,0.125,1,0,0,0,0,0,0,0,
654d95070bea87a821504721,57,0.801514944,0.92,0.529411765,0.5,0,1,0,0,0,0,0,0,
654d95070bea87a821504722,91,0.378604441,0.14,0.235294118,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504723,84,0.796635329,0.95,0.058823529,0.75,0,0,0,0,0,0,0,0,
654d95070bea87a821504724,56,0.857596303,0.51,0,0.375,0,0,0,1,0,0,0,0,
654d95070bea87a821504725,26,0.274953415,0.3,0.058823529,0.125,0,0,0,1,0,0,0,0,
654d95070bea87a821504726,56,0.527814332,0.87,0.058823529,0.5,0,0,0,0,0,0,0,0,
654d95070bea87a821504727,6,0.896259488,0.23,0.176470588,0.125,0,0,0,0,0,0,0,0,
654d95070bea87a821504728,33,0.467237622,0.01,0.058823529,0,0,0,1,0,0,0,0,0,
654d95070bea87a821504729,89,0.565124701,0.26,0.588235294,0.625,0,0,0,0,0,0,0,0,
654d95070bea87a82150472a,99,0.867387116,0.83,0,0.125,0,1,0,0,0,0,0,0,
