age,annual_income,spending_score,work_experience,family_size,profession_doctor,profession_engineer,profession_entertainment,profession_executive,profession_healthcare,profession_homemaker,profession_lawyer,profession_marketing
46,0.382125975,0.64,0.058823529,0.125,0,0,0,0,0,0,0,0
82,0.949014076,0.77,0.117647059,0.125,0,0,0,0,0,0,0,0
73,0.872403592,0.51,0,0,0,0,1,0,0,0,0,0
8,0.923321086,0.02,0.294117647,0,0,0,0,0,0,0,0,0
90,0.369529515,0.08,0,0.125,0,1,0,0,0,0,0,0
34,0.481660648,0.26,0,0.625,0,0,0,0,0,0,0,0
10,0.971301336,0.43,0,0.125,0,0,0,0,0,0,0,0
79,0.755682357,0.83,0.058823529,0.25,0,0,0,0,0,0,0,0
83,0.692589512,0.97,0.058823529,0.125,0,0,0,0,0,0,0,0
20,0.795498331,0.18,0.882352941,0.25,0,0,0,0,0,0,0,0
25,0.355032794,0.05,0.882352941,0.125,0,0,0,0,0,0,0,0
26,0.618263552,0.08,0.941176471,0.125,0,0,0,0,1,0,0,0
18,0.453762094,0.23,0.764705882,0,1,0,0,0,0,0,0,0
7,0.717103393,0.1,0.411764706,0,0,0,0,0,0,0,0,0
1,0.46924316,0.01,0.705882353,0.125,1,0,0,0,0,0,0,0
21,0.627012117,0.3,1,0.375,0,0,0,0,0,0,0,0
86,0.860449325,0.31,0.529411765,0.375,0,0,0,0,0,0,0,0
75,0.79850927,0.82,0.882352941,0,0,0,0,0,0,0,0,0
78,0.972427806,0.52,0.764705882,0,0,0,0,0,0,0,1,0
87,0.37067704,0.69,0.352941176,0.375,0,0,0,0,0,1,0,0
8,0.626948951,0.41,0.823529412,0.25,0,0,1,0,0,0,0,0
59,0.689304852,0.28,0.294117647,0.25,0,0,0,1,0,0,0,0
13,0.741943634,0.77,0.882352941,0.125,0,0,0,0,0,0,0,0
55,0.433138219,0.35,0.941176471,0,0,1,0,0,0,0,0,0
50,0.481060566,0.92,0.647058824,0.75,0,0,0,0,1,0,0,0
54,0.98097108,0.95,0.764705882,0.125,1,0,0,0,0,0,0,0
13,0.942176298,0.46,0.823529412,0.25,1,0,0,0,0,0,0,0
79,0.875567183,0.45,0.294117647,0.5,0,1,0,0,0,0,0,0
65,0.631081095,0.11,1,0.625,0,0,0,0,0,0,0,0
51,0.351900786,0.73,0.882352941,0.25,0,0,0,1,0,0,0,0
18,0.546895891,0.36,0.941176471,0.375,0,0,0,1,0,0,0,0
21,0.988351038,0.87,0.117647059,0.25,0,0,0,0,1,0,0,0
37,0.540689779,0.93,0.411764706,0.375,0,0,0,0,1,0,0,0
83,0.540321307,0.83,0,0.125,0,0,1,0,0,0,0,0
96,0.597897607,0.31,0,0.375,0,0,0,0,0,0,1,0
65,0.45537284,0.88,0,0.375,0,0,0,0,0,0,0,0
80,0.311089939,0.44,0.058823529,0.75,0,0,0,0,0,0,0,1
75,0.71108678,0.05,0.058823529,0.5,0,0,0,0,0,0,1,0
87,0.583606178,0.78,0.058823529,0.375,0,1,0,0,0,0,0,0
86,0.987856233,0.12,0,0,0,0,0,0,0,0,0,0
36,0.65595292,0.25,0.470588235,0.5,0,0,0,0,0,0,0,0
78,0.876393612,0.4,0.529411765,0.75,0,0,0,0,0,1,0,0
62,0.909377073,0.69,0.058823529,0.125,0,0,1,0,0,0,0,0
89,0.64445661,0.19,0.058823529,0,0,0,0,0,1,0,0,0
56,0.966132208,0.96,0,0.625,0,0,1,0,0,0,0,0
35,0.507880026,0.34,0.294117647,0.375,0,0,0,0,0,0,0,0
33,0.592644257,0.71,0.058823529,0.375,0,0,0,0,0,0,0,0
58,0.819438449,0.71,0.411764706,0.75,0,0,1,0,0,0,0,0
68,0.383457736,0.93,0.058823529,0.125,0,0,0,0,0,0,0,0
38,0.378457052,0.32,0.117647059,0.25,0,0,1,0,0,0,0,0
31,0.834214156,0.57,0.058823529,0.5,1,0,0,0,0,0,0,0
90,0.469806395,0.04,0.058823529,0,0,0,1,0,0,0,0,0
28,0.947029594,0.24,0.058823529,0,0,1,0,0,0,0,0,0
1,0.587227726,0.85,0.411764706,0.375,0,0,0,0,1,0,0,0
78,0.671749818,0.78,0.588235294,0.75,0,0,0,1,0,0,0,0
23,0.263593965,0.32,0.176470588,0.5,0,0,0,0,0,0,0,0
25,0.409419184,0.62,0.235294118,0,0,0,0,0,0,0,0,0
59,0.894854033,0.38,0.294117647,0.5,0,1,0,0,0,0,0,0
7,0.561029404,0.76,0.058823529,0.75,1,0,0,0,0,0,0,0
24,0.411756346,0.41,0,0,0,0,0,0,0,0,1,0
76,0.717250782,0.14,0,0.75,0,0,0,0,0,0,0,0
37,0.807473654,0.93,0.058823529,0.625,0,0,1,0,0,0,0,0
6,0.857264678,0.91,0,0,0,0,0,0,0,0,0,0
0,0.302004485,0.29,0,0.75,0,0,0,0,0,0,0,0
3,0.703264657,0.47,0.058823529,0,0,0,0,0,0,0,0,0
95,0.349110931,0.88,0,0.25,0,0,0,0,0,0,0,0
0,0.36194953,0.16,0.058823529,0.375,0,0,0,0,0,0,1,0
7,0.37241412,0.86,0.764705882,0.25,0,0,0,0,0,0,0,0
54,0.346752714,0.87,0.411764706,0.625,0,0,0,0,0,0,0,0
89,0.610588817,0.24,0.882352941,0,0,1,0,0,0,0,0,0
58,0.353190437,0.91,0.352941176,0,0,1,0,0,0,0,0,0
12,0.568640972,0.64,0.764705882,0.5,0,0,0,0,0,0,0,0
7,0.928279659,0.8,0.470588235,0.125,0,0,0,0,1,0,0,0
11,0.465600556,0.4,0.470588235,0.625,0,0,0,0,1,0,0,0
74,0.675176603,0.55,0.411764706,0.375,0,1,0,0,0,0,0,0
64,0.825255035,0.2,0.411764706,0.125,0,0,0,0,1,0,0,0
48,0.648688768,0.5,0.588235294,0.75,0,0,0,0,0,0,1,0
8,0.319991157,0.38,0.058823529,0.5,0,0,0,0,0,0,0,0
15,0.954509564,0.99,0.823529412,0.625,0,0,0,0,0,0,0,0
1,0.985908598,0.07,0,0,0,0,0,0,0,0,0,0
21,0.810031899,0.86,0.352941176,0.625,0,0,0,0,0,0,0,0
84,0.281617484,0.44,0.176470588,0.375,0,0,0,0,0,0,0,1
5,0.365539495,0.28,0.235294118,0.625,1,0,0,0,0,0,0,0
47,0.653099898,0.56,0,0.75,0,0,0,0,0,0,1,0
96,0.714834662,0.29,0,0.75,0,0,0,0,1,0,0,0
93,0.634807921,0.96,0.117647059,0.375,0,0,0,0,0,0,0,0
16,0.480897386,0.11,0.058823529,0.375,0,0,1,0,0,0,0,0
56,0.280201501,0.41,0,0.5,0,0,0,0,0,0,0,1
76,0.822902081,0.31,0.058823529,0.125,0,1,0,0,0,0,0,0
0,0.979091876,0.8,0.882352941,0.125,1,0,0,0,0,0,0,0
70,0.588291029,0.53,0.705882353,0.5,0,0,0,1,0,0,0,0
47,0.757503658,0.12,0.235294118,0.25,0,0,0,0,0,0,0,0
13,0.960184025,0.22,0.647058824,0.375,0,0,0,0,1,0,0,0
86,0.518297241,0.46,0.588235294,0.5,0,0,0,0,0,1,0,0
91,0.493551749,0.28,0.882352941,0.75,0,0,0,0,0,0,0,0
97,0.550506911,0.5,0.470588235,0.125,0,0,0,0,1,0,0,0
20,0.688583701,0.92,1,0.5,0,0,0,0,0,0,0,0
11,0.311632118,0.92,0.294117647,0.375,0,0,0,0,1,0,0,0
28,0.420941813,0.45,0.529411765,0.125,0,0,0,0,0,0,1,0
32,0.55178077,0.42,0,0.75,0,0,0,0,0,0,0,0
82,0.993393833,0.3,0,0.625,0,0,0,0,0,0,1,0
39,0.987166665,0.66,0.176470588,0.625,0,0,0,0,1,0,0,0
7,0.705401792,0.85,0.117647059,0,0,0,1,0,0,0,0,0
13,0.928532325,0.71,0.352941176,0.25,0,0,0,0,0,0,0,0
34,0.815311569,0.43,0.529411765,0.625,0,0,0,0,1,0,0,0
76,0.819175256,0.81,0,0.125,0,0,0,0,1,0,0,0
30,0.328097529,0.6,0.058823529,0,0,0,0,0,1,0,0,0
69,0.59396549,0.34,0.058823529,0.75,0,0,0,0,1,0,0,0
22,0.306794614,0.59,0.117647059,0.375,0,0,0,0,0,1,0,0
60,0.409829766,0.81,0.058823529,0.625,0,0,0,0,0,0,0,0
66,0.65811111,0.25,0,0,0,0,0,0,0,0,0,0
57,0.717161296,0.34,0.529411765,0,0,0,0,0,0,0,0,0
60,0.431290598,0.81,0.058823529,0.375,0,0,0,0,1,0,0,0
59,0.68699401,0.97,0.176470588,0.375,0,0,0,0,0,0,0,0
54,0.76064093,0.88,0.176470588,0,0,0,0,0,0,0,1,0
90,0.33567225,0.06,0.235294118,0.125,0,0,0,0,0,0,0,0
14,0.35141651,0.2,0,0.375,0,0,0,0,0,0,0,0
34,0.711228905,0.54,0.058823529,0.75,0,0,1,0,0,0,0,0
85,0.946850622,0.17,0.705882353,0.375,0,0,0,0,1,0,0,0
83,0.491388295,0.65,0.058823529,0,1,0,0,0,0,0,0,0
12,0.445045111,0.96,0.176470588,0.25,0,0,0,0,0,1,0,0
95,0.640745576,0.03,0.705882353,0.25,0,0,0,0,0,0,0,0
41,0.345957868,0.91,0.352941176,0.75,0,0,0,0,0,0,0,0
38,0.509511828,0.96,0.352941176,0.25,0,0,0,0,1,0,0,0
68,0.380852117,0.61,0.470588235,0.5,0,0,0,0,1,0,0,0
4,0.279496142,0.21,0,0.75,0,0,0,0,1,0,0,0
5,0.762372746,0.17,0.058823529,0.25,0,0,0,0,0,0,0,0
3,0.967769274,0.1,0.058823529,0.125,1,0,0,0,0,0,0,0
20,0.589006917,0.9,0.058823529,0.25,0,0,0,1,0,0,0,0
3,0.341225641,0.3,0.058823529,0,0,0,0,1,0,0,0,0
36,0.466195374,0.16,0.058823529,0.5,0,0,0,0,1,0,0,0
70,0.552570352,0.63,0.058823529,0,0,0,0,0,0,0,0,0
17,0.879383495,0.47,0.058823529,0.5,0,0,0,0,0,0,0,0
31,0.363302347,0.17,0.352941176,0,0,0,0,0,0,0,0,0
48,0.916488572,0.96,0,0,0,0,1,0,0,0,0,0
28,0.327339531,0.29,0,0,0,0,0,0,0,0,0,1
97,0.96741133,0.7,0.529411765,0.25,0,0,0,0,1,0,0,0
81,0.440960342,0.01,0.058823529,0.125,0,0,0,0,0,0,0,0
37,0.780085696,0.91,0,0.125,0,0,0,0,0,0,0,0
85,0.693473844,0.87,0.058823529,0,0,0,1,0,0,0,0,0
78,0.31568004,0.94,0.823529412,0.75,0,0,0,0,0,1,0,0
13,0.468274606,0.02,0.764705882,0.25,0,0,1,0,0,0,0,0
53,0.737506185,0.38,0.058823529,0.5,0,0,0,0,1,0,0,0
41,0.852200827,0.49,0.058823529,0.25,0,0,1,0,0,0,0,0
9,0.301472833,0.6,0.058823529,0,0,1,0,0,0,0,0,0
20,0.63141272,0.02,0.470588235,0.125,0,0,0,0,1,0,0,0
98,0.880104646,0.63,0.058823529,0.5,1,0,0,0,0,0,0,0
44,0.979691958,0.02,0.470588235,0.625,0,0,0,0,1,0,0,0
66,0.708923326,0.59,0.882352941,0.5,0,0,0,0,1,0,0,0
58,0.950019476,0.74,0,0.25,0,0,0,0,1,0,0,0
97,0.593675977,0.21,0.529411765,0.625,0,0,0,0,0,0,0,0
13,0.790939813,0.17,0,0.25,1,0,0,0,0,0,0,0
48,0.609725541,0.92,0.117647059,0.125,0,0,0,0,0,0,0,0
47,0.551833409,0.44,0,0.75,0,0,0,0,0,0,0,0
93,0.803115163,0.66,0.823529412,0.5,1,0,0,0,0,0,0,0
11,0.854259004,0.45,0.176470588,0.125,0,1,0,0,0,0,0,0
68,0.904128986,0.59,0.058823529,0.625,1,0,0,0,0,0,0,0
87,0.409050712,0.73,0,0,0,0,0,0,0,0,0,0
22,0.500347416,0.17,0.058823529,0.125,0,0,1,0,0,0,0,0
89,0.393843368,0.33,0.058823529,0.125,1,0,0,0,0,0,0,0
57,0.801514944,0.92,0.529411765,0.5,0,1,0,0,0,0,0,0
91,0.378604441,0.14,0.235294118,0.125,0,0,0,0,0,0,0,0
84,0.796635329,0.95,0.058823529,0.75,0,0,0,0,0,0,0,0
56,0.857596303,0.51,0,0.375,0,0,0,1,0,0,0,0
26,0.274953415,0.3,0.058823529,0.125,0,0,0,1,0,0,0,0
56,0.527814332,0.87,0.058823529,0.5,0,0,0,0,0,0,0,0
6,0.896259488,0.23,0.176470588,0.125,0,0,0,0,0,0,0,0
33,0.467237622,0.01,0.058823529,0,0,0,1,0,0,0,0,0
89,0.565124701,0.26,0.588235294,0.625,0,0,0,0,0,0,0,0
99,0.867387116,0.83,0,0.125,0,1,0,0,0,0,0,0
25,0.821249224,0.85,0.117647059,0,0,0,0,0,0,0,0,0
96,0.983724089,0.4,0.058823529,0.75,0,0,1,0,0,0,0,0
35,0.522703107,0.88,0.294117647,0.125,0,0,0,0,0,1,0,0
16,0.305973449,0.65,0,0.25,0,0,0,0,0,0,0,1
81,0.469595839,0.12,0.058823529,0.75,1,0,0,0,0,0,0,0
7,0.78224915,0.59,0.058823529,0.75,0,0,0,0,0,1,0,0
31,0.734795288,0.62,0.058823529,0,0,0,0,0,0,0,0,1
16,0.905655511,0.62,0.058823529,0.25,0,0,0,0,1,0,0,0
89,0.300214766,0.99,0,0.375,0,0,0,0,0,0,0,0
84,0.619095245,0.63,0,0.625,0,1,0,0,0,0,0,0
40,0.975507175,0.96,0,0.75,0,0,0,0,0,0,0,0
17,0.982118606,0.05,0.470588235,0.5,0,0,0,0,1,0,0,0
0,0.796414246,0.89,0,0.625,0,0,0,0,0,0,0,0
69,0.652326108,0.52,0.058823529,0.75,0,0,0,0,0,0,0,0
17,0.892206302,0.12,0.647058824,0.625,0,0,0,0,0,0,1,0
0,0.752166086,0.25,0.470588235,0,0,0,1,0,0,0,0,0
34,0.310458273,0.03,0.529411765,0.5,0,0,1,0,0,0,0,0
51,0.744396602,1,0.882352941,0,0,0,0,0,1,0,0,0
54,0.551938686,0.67,0.058823529,0.75,0,0,0,0,1,0,0,0
19,0.949240422,0.14,1,0.5,0,0,0,0,0,0,0,0
99,0.910103488,0.13,0,0.25,0,1,0,0,0,0,0,0
2,0.534025709,0.82,0.235294118,0.25,0,0,0,0,1,0,0,0
91,1,0.37,0.470588235,0,0,1,0,0,0,0,0,0
65,0.474191205,0.65,0.058823529,0.625,0,0,0,0,0,0,0,0
47,0.590854538,0.24,0.235294118,0.5,0,0,0,1,0,0,0,0
91,0.956841463,0.61,0.235294118,0.5,0,0,0,0,0,0,0,0
64,0.311032036,0.31,0.058823529,0.25,0,0,0,0,0,0,0,0
91,0.320338573,0.23,0.058823529,0.625,0,0,0,0,0,0,0,0
32,0.789055344,0.34,0.352941176,0.25,0,0,0,0,0,0,0,0
15,0.751555476,0.98,0.470588235,0.5,0,1,0,0,0,0,0,0
22,0.85589607,0.84,0.470588235,0.25,0,0,0,0,0,0,0,0
37,0.769552676,0.89,0.235294118,0.375,0,0,0,0,1,0,0,0
83,0.712034278,0.53,0.235294118,0.5,0,0,0,0,0,0,1,0
89,0.716082201,0.01,0.294117647,0,0,0,0,0,0,0,0,1
33,0.585295883,0.67,0.529411765,0.375,0,0,0,0,0,0,0,0
13,0.758582753,0.62,0.705882353,0.5,0,0,1,0,0,0,0,0
71,0.933596176,0.56,0.352941176,0.125,1,0,0,0,0,0,0,0
10,0.593860212,0.85,0.882352941,0.75,0,0,0,0,0,0,0,1
49,0.281664859,0.98,0.294117647,0.375,0,0,0,0,0,0,0,0
9,0.885747523,0.75,0.588235294,0.125,0,0,0,1,0,0,0,0
53,0.456725657,0.02,0.941176471,0.25,0,0,0,0,0,0,1,0
63,0.277201091,0.25,0.705882353,0.5,0,0,0,0,1,0,0,0
46,0.781791192,0.14,0.647058824,0.5,0,0,0,0,1,0,0,0
42,0.789244844,0.52,0.882352941,0.25,0,0,0,0,0,0,0,0
73,0.538473686,0.31,0.411764706,0.5,0,0,1,0,0,0,0,0
75,0.939160096,0.16,0.588235294,0.75,0,0,0,1,0,0,0,0
49,0.441049828,0.41,0.882352941,0,1,0,0,0,0,0,0,0
96,0.972612042,0.77,0.470588235,0.5,0,1,0,0,0,0,0,0
52,0.370061166,0.88,0.823529412,0.25,0,0,0,1,0,0,0,0
15,0.308668555,0.51,0.294117647,0.75,0,0,1,0,0,0,0,0
91,0.515223136,0.4,0.882352941,0.75,0,0,1,0,0,0,0,0
22,0.340609768,0.29,0.411764706,0.25,0,0,1,0,0,0,0,0
62,0.377920136,0.87,0.470588235,0,0,0,0,0,1,0,0,0
41,0.403039363,0.85,0.941176471,0,1,0,0,0,0,0,0,0
61,0.66519629,0.2,0.647058824,0.375,0,0,0,0,0,0,0,0
71,0.810674092,0.32,0.411764706,0.75,0,0,0,0,0,0,0,0
91,0.366997589,0.78,1,0.625,0,0,0,0,0,0,1,0
94,0.448824576,0.68,0.411764706,0.625,0,0,0,1,0,0,0,0
3,0.820449114,0.31,0.764705882,0.25,0,0,0,0,1,0,0,0
15,0.523340036,0.72,0.470588235,0.75,0,0,0,0,0,0,0,0
96,0.765667934,0.57,0.117647059,0,0,0,0,1,0,0,0,0
12,0.621353448,0.77,0.529411765,0.125,0,0,0,0,0,0,0,0
23,0.388258393,0.83,0,0.75,1,0,0,0,0,0,0,0
94,0.474180677,0.17,0.294117647,0.75,0,0,0,0,0,0,0,0
7,0.394411867,0.12,0,0.625,0,0,0,0,0,0,0,0
74,0.533504585,0.36,0,0.5,0,0,0,0,0,0,1,0
52,0.494525567,0.81,0.529411765,0.125,0,0,0,0,1,0,0,0
39,0.70867066,0.23,0.058823529,0.625,0,1,0,0,0,0,0,0
72,0.536168107,0.7,0.470588235,0.625,0,0,0,0,1,0,0,0
55,0.871177108,0.47,0.588235294,0.375,0,0,0,0,0,0,0,0
29,0.71552423,0.74,0.294117647,0,0,0,0,0,0,0,1,0
38,0.544053397,0.2,0.058823529,0.625,0,0,0,0,0,0,0,1
44,0.395817322,0.79,0.058823529,0.25,0,0,0,0,0,0,0,0
58,0.647893922,0.44,0.352941176,0.5,0,0,1,0,0,0,0,0
77,0.388916378,0.3,0.058823529,0.125,0,0,0,0,1,0,0,0
56,0.479960416,0.61,0.058823529,0.75,0,0,1,0,0,0,0,0
79,0.453930538,0.52,0,0.125,0,0,0,0,0,0,0,0
97,0.50743786,0.04,0.058823529,0.75,1,0,0,0,0,0,0,0
78,0.440054955,0.12,0.058823529,0.625,0,0,0,0,1,0,0,0
91,0.434454188,0.5,0,0,0,0,0,0,1,0,0,0
35,0.485471696,0.08,0,0.5,0,0,0,0,0,0,1,0
43,0.791918894,0.27,0.764705882,0.375,0,0,0,0,0,0,0,0
37,0.784817922,0.83,0.058823529,0.125,0,0,0,0,0,0,1,0
63,0.598002885,0.42,0.176470588,0.25,0,0,0,0,0,0,0,0
16,0.494036026,0.82,0,0.75,0,0,0,0,1,0,0,0
32,0.622611515,0.92,0,0.5,0,0,0,0,0,0,0,0
91,0.497836546,0.9,0,0,0,0,0,0,0,0,0,0
33,0.680393106,0.7,0.352941176,0.25,0,0,0,1,0,0,0,0
57,0.370434902,0.1,0.117647059,0.625,0,0,0,0,1,0,0,0
43,0.408476949,0.66,0,0,0,0,0,0,1,0,0,0
26,0.5985398,0.97,0,0.5,0,0,1,0,0,0,0,0
59,0.998410309,0.08,0,0.75,1,0,0,0,0,0,0,0
61,0.753682083,0.58,0,0.5,0,0,0,0,0,0,0,0
59,0.920599661,0.14,0.176470588,0.375,0,0,0,0,0,0,0,1
66,0.638913746,0.19,0.411764706,0.75,0,0,0,0,0,0,0,0
26,0.815148389,0.13,0,0.75,0,0,0,0,1,0,0,0
67,0.847194879,0.51,0,0.5,0,0,0,0,1,0,0,0
85,0.629333488,0.35,0,0.125,0,0,0,0,0,0,0,0
76,0.985087433,0.33,0,0.75,1,0,0,0,0,0,0,0
57,0.513059682,0.22,0,0,0,0,0,0,0,0,0,0
77,0.844068136,0.77,0.470588235,0.5,0,0,0,0,0,0,1,0
66,0.940270774,0.94,0.058823529,0.125,0,0,0,0,1,0,0,0
49,0.895848906,0.8,0.058823529,0.625,0,0,0,0,0,0,1,0
36,0.873840631,0.4,0.058823529,0.375,1,0,0,0,0,0,0,0
74,0.483192437,0.83,0,0.75,0,0,1,0,0,0,0,0
16,0.995251982,0.86,0.352941176,0.25,0,0,0,0,0,0,0,0
27,0.803883689,0.15,0.058823529,0.625,0,0,0,1,0,0,0,0
3,0.834582627,0.98,0,0.25,0,0,0,1,0,0,0,0
31,0.706744081,0.94,0.058823529,0.25,0,0,0,0,0,0,0,1
30,0.780296251,0.28,0.058823529,0,0,0,0,1,0,0,0,0
94,0.90368682,0.81,0,0.625,0,0,0,0,0,0,0,0
31,0.997220672,0.38,0.058823529,0.625,0,0,0,0,0,0,0,0
49,0.561303126,0.53,0,0.25,0,0,0,0,0,0,0,0
49,0.426816301,0.48,0.352941176,0.5,0,0,0,1,0,0,0,0
53,0.783049259,0.52,0.411764706,0.75,1,0,0,0,0,0,0,0
3,0.619232105,0.95,0.117647059,0.75,0,0,0,0,1,0,0,0
91,0.839783339,0.37,0.235294118,0,1,0,0,0,0,0,0,0
26,0.418615179,0.06,0.529411765,0.75,0,0,0,0,0,0,0,1
28,0.533830945,0.64,0.470588235,0,0,0,0,0,0,0,0,0
92,0.576494678,0.72,0.058823529,0.375,0,0,1,0,0,0,0,0
59,0.825797214,0.7,0,0.75,0,0,0,0,0,0,0,0
15,0.827892238,0.58,0,0.625,0,0,0,0,0,0,0,0
23,0.762820175,0.84,0.058823529,0.75,0,1,0,0,0,0,0,0
54,0.311426827,1,0.176470588,0.25,0,0,0,0,0,0,0,1
93,0.494757177,0.49,0.058823529,0.25,0,0,0,0,0,0,0,0
65,0.30697885,0.45,0.058823529,0,1,0,0,0,0,0,0,0
13,0.951635487,0.88,0.058823529,0.5,0,0,0,0,0,0,1,0
71,0.445439902,0.45,0,0.625,1,0,0,0,0,0,0,0
1,0.48782465,0.59,0.470588235,0.375,0,0,0,0,0,0,0,0
57,0.460868329,0.94,0.058823529,0,0,0,0,0,0,0,0,0
14,0.390442903,0.79,0.058823529,0.125,0,0,1,0,0,0,0,0
77,0.951872361,0.33,0.058823529,0.125,0,0,0,0,1,0,0,0
89,0.723241075,0.33,0.058823529,0.75,1,0,0,0,0,0,0,0
17,0.506142946,1,0.058823529,0.375,0,0,0,0,0,0,0,0
86,0.907897923,0.69,0.058823529,0.25,0,0,1,0,0,0,0,0
42,0.315590554,0.37,0.235294118,0.375,0,0,0,1,0,0,0,0
29,0.590817691,0.95,0,0.375,0,0,1,0,0,0,0,0
54,0.766836514,0.35,0,0.125,0,0,0,0,0,0,0,0
96,0.717282365,0.49,0.705882353,0.5,0,0,0,0,0,0,0,0
58,0.394101298,0.12,0,0.25,0,0,0,0,1,0,0,0
52,0.575999874,0.46,0,0,0,1,0,0,0,0,0,0
3,0.663327613,0.57,0,0,0,0,0,0,1,0,0,0
13,0.82617095,0.66,0.235294118,0.75,0,0,0,0,1,0,0,0
3,0.66941792,0.68,0.058823529,0.125,0,0,0,0,1,0,0,0
89,0.599208313,0.22,0,0.25,1,0,0,0,0,0,0,0
83,0.694858244,0.02,0,0.5,0,0,1,0,0,0,0,0
80,0.901823407,0.78,0.588235294,0.375,0,0,0,0,0,0,1,0
74,0.486145473,0.87,0.058823529,0.375,0,0,1,0,0,0,0,0
42,0.321001821,0.03,0,0.5,0,0,0,0,1,0,0,0
91,0.272363587,0.33,0.470588235,0.25,0,0,0,0,0,0,0,0
31,0.729636687,0.71,0.529411765,0.125,0,0,0,1,0,0,0,0
8,0.832340215,0.84,0.058823529,0,0,0,0,0,0,0,0,0
64,0.866829145,0.65,0,0.5,0,0,0,1,0,0,0,0
41,0.910029794,0.27,0.470588235,0.75,0,0,0,0,1,0,0,0
62,0.369097877,0.93,0,0,0,0,0,0,0,0,0,0
41,0.600071589,0.26,0.411764706,0.75,0,0,0,0,1,0,0,0
22,0.600140019,0.4,0.294117647,0.75,0,0,0,0,0,0,0,0
5,0.301435986,0.89,0.411764706,0.75,0,0,1,0,0,0,0,0
38,0.687446703,0.02,0.352941176,0,0,0,0,0,0,0,0,0
88,0.640071799,0.07,0,0.5,0,1,0,0,0,0,0,0
56,0.543284871,1,0.352941176,0.625,0,0,0,0,0,0,0,0
47,0.349037237,0.08,0,0.375,0,0,0,1,0,0,0,0
4,0.743975491,0.93,0.117647059,0,0,0,0,0,0,1,0,0
82,0.808700138,0.76,0.529411765,0.75,0,0,1,0,0,0,0,0
31,0.344889301,0.71,0.058823529,0.125,0,0,0,0,0,0,1,0
69,0.806515628,0.83,0.058823529,0.625,0,0,0,0,1,0,0,0
62,0.488319454,0.75,0.058823529,0,1,0,0,0,0,0,0,0
54,0.696647962,0.1,0,0.125,0,0,0,0,0,0,0,0
60,0.979444556,0.49,0.058823529,0.125,0,0,0,0,0,0,0,1
31,0.283207176,0.32,0.058823529,0.75,0,0,0,0,0,0,0,0
17,0.546069462,0.62,0.352941176,0.375,0,0,0,0,1,0,0,0
15,0.266089044,0.34,0.529411765,0.75,0,0,0,0,1,0,0,0
37,0.766673334,0.21,0.411764706,0.625,0,0,0,0,1,0,0,0
36,0.451309127,0.37,0,0.25,0,0,0,1,0,0,0,0
27,0.526124628,0.2,0,0.375,0,0,1,0,0,0,0,0
11,0.438059945,0.21,0.411764706,0.375,0,1,0,0,0,0,0,0
83,0.3864213,0.5,0.470588235,0.5,0,0,1,0,0,0,0,0
71,0.338520008,0.43,0.117647059,0,0,0,0,0,0,0,0,1
20,0.315011528,0.79,0,0,1,0,0,0,0,0,0,0
3,0.356822513,0.01,0.058823529,0.625,0,0,0,1,0,0,0,0
52,0.909813975,0.04,0,0,0,1,0,0,0,0,0,0
75,0.766041669,0.61,0.058823529,0.125,0,0,0,0,1,0,0,0
36,0.914898881,0.42,0,0.125,0,0,0,0,0,0,0,0
60,0.977996989,0.69,0.411764706,0,0,0,1,0,0,0,0,0
8,0.630507333,0.71,0.058823529,0.25,0,0,0,0,1,0,0,0
9,0.834830029,0.86,0.058823529,0.125,0,0,0,0,0,0,0,0
41,0.621779823,0.52,0,0.625,0,0,1,0,0,0,0,0
38,0.526198322,0.11,0.411764706,0.375,0,0,0,0,1,0,0,0
69,0.635623822,0.27,0.058823529,0.625,0,0,0,1,0,0,0,0
33,0.998189226,0.53,0.294117647,0.5,0,0,0,1,0,0,0,0
64,0.660669355,0.06,0.176470588,0.25,0,0,0,0,1,0,0,0
19,0.535857538,0.49,0.058823529,0,0,1,0,0,0,0,0,0
88,0.48908798,0.74,0,0.25,0,0,0,0,0,0,0,0
91,0.855195974,0.59,0.529411765,0.25,0,1,0,0,0,0,0,0
84,0.862318001,0.27,0.117647059,0,0,1,0,0,0,0,0,0
43,0.283365092,0.56,0.235294118,0,0,0,1,0,0,0,0,0
30,0.737943087,0.49,0.058823529,0.375,0,1,0,0,0,0,0,0
16,0.662385379,0.69,0.058823529,0.375,0,0,0,0,1,0,0,0
89,0.531325339,0.27,0,0.75,0,0,1,0,0,0,0,0
5,0.887858339,0.37,0.058823529,0.25,0,0,0,0,0,0,0,0
54,0.931101098,0.1,0,0.25,0,0,1,0,0,0,0,0
41,0.585206397,0.28,0.235294118,0.5,0,0,0,0,0,0,0,0
80,0.670275932,0.97,0.352941176,0.625,0,0,0,0,0,0,0,0
37,0.784860033,0.03,0.588235294,0,0,0,0,0,1,0,0,0
87,0.882778696,0.31,0,0.75,0,0,0,0,1,0,0,0
50,0.966174319,0.85,0.058823529,0.375,0,0,1,0,0,0,0,0
14,0.265278407,0.46,0,0.625,0,0,0,0,0,0,1,0
17,0.334556308,0.03,0.058823529,0,0,0,0,0,0,0,0,1
98,0.46257909,0.55,0.058823529,0.625,0,0,0,0,0,0,0,0
3,0.292850601,0.53,0.470588235,0.25,0,1,0,0,0,0,0,0
