Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
0,0.36363636363636365,0.45981555370734944,25,0.375,0.058823529411764705,0.5
1,0.5252525252525253,0.46346342131028456,61,0.0,0.47058823529411764,0.0
0,0.7272727272727273,0.5167443966016402,49,0.375,0.058823529411764705,0.125
0,0.2828282828282828,0.9383652499815764,5,0.875,0.11764705882352941,0.0
0,0.48484848484848486,0.8802888816364345,92,0.125,0.35294117647058826,0.375
1,0.8585858585858586,0.7394590838746354,43,0.125,0.35294117647058826,0.375
1,0.2222222222222222,0.83851474412288,83,0.0,0.47058823529411764,0.0
0,0.30303030303030304,0.7582248097108025,78,0.125,0.058823529411764705,0.0
1,0.46464646464646464,0.3821259751334393,64,0.0,0.058823529411764705,0.125
0,0.8282828282828283,0.9490140756103467,77,0.0,0.11764705882352941,0.125
0,0.7373737373737373,0.8724035920704939,51,0.375,0.0,0.0
1,0.08080808080808081,0.9233210860433533,2,0.0,0.29411764705882354,0.0
1,0.9090909090909091,0.36952951456515104,8,0.25,0.0,0.125
1,0.3434343434343434,0.48166064829924093,26,0.0,0.0,0.625
0,0.10101010101010101,0.971301335972291,43,0.0,0.0,0.125
0,0.797979797979798,0.7556823565329992,83,0.0,0.058823529411764705,0.25
1,0.8383838383838383,0.6925895122490446,97,0.0,0.058823529411764705,0.125
0,0.20202020202020202,0.7954983313506059,18,0.0,0.8823529411764706,0.25
0,0.25252525252525254,0.3550327939612789,5,0.0,0.8823529411764706,0.125
0,0.26262626262626265,0.6182635518544642,8,0.625,0.9411764705882353,0.125
0,0.18181818181818182,0.45376209376019877,23,0.125,0.7647058823529411,0.0
0,0.0707070707070707,0.7171033930958973,10,0.0,0.4117647058823529,0.0
1,0.010101010101010102,0.4692431595902597,1,0.125,0.7058823529411765,0.125
1,0.21212121212121213,0.6270121174476507,30,0.0,1.0,0.375
0,0.8686868686868687,0.860449324644425,31,0.0,0.5294117647058824,0.375
0,0.7575757575757576,0.7985092696895365,82,0.0,0.8823529411764706,0.0
1,0.7878787878787878,0.9724278059102824,52,0.875,0.7647058823529411,0.0
0,0.8787878787878788,0.3706770400160022,69,0.75,0.35294117647058826,0.375
0,0.08080808080808081,0.6269489509090718,41,0.375,0.8235294117647058,0.25
1,0.5959595959595959,0.6893048522429385,28,0.5,0.29411764705882354,0.25
1,0.13131313131313133,0.7419436343920747,77,0.0,0.8823529411764706,0.125
0,0.5555555555555556,0.4331382189141672,35,0.25,0.9411764705882353,0.0
0,0.5050505050505051,0.4810605661827408,92,0.625,0.6470588235294118,0.75
1,0.5454545454545454,0.9809710802530872,95,0.125,0.7647058823529411,0.125
1,0.13131313131313133,0.9421762978091739,46,0.125,0.8235294117647058,0.25
1,0.797979797979798,0.8755671828776569,45,0.25,0.29411764705882354,0.5
0,0.6565656565656566,0.631081095307779,11,0.0,1.0,0.625
0,0.5151515151515151,0.35190078642340533,73,0.5,0.8823529411764706,0.25
1,0.18181818181818182,0.5468958910166655,36,0.5,0.9411764705882353,0.375
1,0.21212121212121213,0.9883510375103962,87,0.625,0.11764705882352941,0.25
1,0.37373737373737376,0.5406897786012823,93,0.625,0.4117647058823529,0.375
1,0.8383838383838383,0.5403213071262384,83,0.375,0.0,0.125
0,0.9696969696969697,0.5978976070409635,31,0.875,0.0,0.375
0,0.6565656565656566,0.4553728404939623,88,0.0,0.0,0.375
1,0.8080808080808081,0.31108993862318,44,1.0,0.058823529411764705,0.75
0,0.7575757575757576,0.711086780296251,5,0.875,0.058823529411764705,0.5
0,0.8787878787878788,0.583606177687473,78,0.25,0.058823529411764705,0.375
0,0.8686868686868687,0.9878562329581942,12,0.0,0.0,0.0
0,0.36363636363636365,0.6559529198732458,25,0.0,0.47058823529411764,0.5
0,0.7878787878787878,0.8763936117573984,40,0.75,0.5294117647058824,0.75
0,0.6262626262626263,0.9093770726520471,69,0.375,0.058823529411764705,0.125
1,0.898989898989899,0.6444566098518745,19,0.625,0.058823529411764705,0.0
0,0.5656565656565656,0.9661322075652458,96,0.375,0.0,0.625
0,0.35353535353535354,0.5078800256877257,34,0.0,0.29411764705882354,0.375
1,0.3333333333333333,0.5926442565824797,71,0.0,0.058823529411764705,0.375
0,0.5858585858585859,0.819438449472033,71,0.375,0.4117647058823529,0.75
0,0.6868686868686869,0.38345773632181246,93,0.0,0.058823529411764705,0.125
1,0.3838383838383838,0.3784570520176445,32,0.375,0.11764705882352941,0.25
1,0.31313131313131315,0.8342141556212955,57,0.125,0.058823529411764705,0.5
1,0.9090909090909091,0.4698063945592555,4,0.375,0.058823529411764705,0.0
1,0.2828282828282828,0.9470295935233243,24,0.25,0.058823529411764705,0.0
1,0.010101010101010102,0.5872277258993336,85,0.625,0.4117647058823529,0.375
1,0.7878787878787878,0.6717498183962016,78,0.5,0.5882352941176471,0.75
0,0.23232323232323232,0.2635939654900144,32,0.0,0.17647058823529413,0.5
0,0.25252525252525254,0.4094191836777664,62,0.0,0.23529411764705882,0.0
1,0.5959595959595959,0.8948540326571004,38,0.25,0.29411764705882354,0.5
0,0.0707070707070707,0.5610294040237085,76,0.125,0.058823529411764705,0.75
0,0.24242424242424243,0.4117563456051881,41,0.875,0.0,0.0
1,0.7676767676767676,0.7172507816859149,14,0.0,0.0,0.75
1,0.37373737373737376,0.8074736542895343,93,0.375,0.058823529411764705,0.625
0,0.06060606060606061,0.8572646783244023,91,0.0,0.0,0.0
0,0.0,0.3020044848242391,29,0.0,0.0,0.75
1,0.030303030303030304,0.7032646572688894,47,0.0,0.058823529411764705,0.0
0,0.9595959595959596,0.3491109309695011,88,0.0,0.0,0.25
0,0.0,0.3619495299356754,16,0.875,0.058823529411764705,0.375
1,0.0707070707070707,0.3724141198269237,86,0.0,0.7647058823529411,0.25
1,0.5454545454545454,0.34675271352921977,87,0.0,0.4117647058823529,0.625
1,0.898989898989899,0.6105888174171202,24,0.25,0.8823529411764706,0.0
0,0.5858585858585859,0.35319043658605914,91,0.25,0.35294117647058826,0.0
0,0.12121212121212122,0.5686409719224736,64,0.0,0.7647058823529411,0.5
1,0.0707070707070707,0.9282796593218019,80,0.625,0.47058823529411764,0.125
1,0.1111111111111111,0.4656005558655395,40,0.625,0.47058823529411764,0.625
1,0.7474747474747475,0.6751766031141103,55,0.25,0.4117647058823529,0.375
0,0.6464646464646465,0.8252550348995126,20,0.625,0.4117647058823529,0.125
0,0.48484848484848486,0.648688767936665,50,0.875,0.5882352941176471,0.75
0,0.08080808080808081,0.31999115668459893,38,0.0,0.058823529411764705,0.5
0,0.15151515151515152,0.9545095644667165,99,0.0,0.8235294117647058,0.625
1,0.010101010101010102,0.9859085980186763,7,0.0,0.0,0.0
0,0.21212121212121213,0.8100318991019824,86,0.0,0.35294117647058826,0.625
1,0.8484848484848485,0.28161748449787866,44,1.0,0.17647058823529413,0.375
0,0.050505050505050504,0.3655394948782465,28,0.125,0.23529411764705882,0.625
0,0.47474747474747475,0.6530998978807626,56,0.875,0.0,0.75
0,0.9696969696969697,0.7148346615852695,29,0.625,0.0,0.75
1,0.9393939393939394,0.6348079210839378,96,0.0,0.11764705882352941,0.375
0,0.16161616161616163,0.48089738595807846,11,0.375,0.058823529411764705,0.375
1,0.5656565656565656,0.2802015012580669,41,1.0,0.0,0.5
0,0.7676767676767676,0.8229020813374461,31,0.25,0.058823529411764705,0.125
1,0.0,0.979091875730363,80,0.125,0.8823529411764706,0.125
0,0.7070707070707071,0.5882910292987461,53,0.5,0.7058823529411765,0.5
0,0.47474747474747475,0.7575036583953594,12,0.0,0.23529411764705882,0.25
1,0.13131313131313133,0.9601840251823934,22,0.625,0.6470588235294118,0.375
1,0.8686868686868687,0.5182972406750398,46,0.75,0.5882352941176471,0.5
1,0.9191919191919192,0.49355174918673084,28,0.0,0.8823529411764706,0.75
1,0.9797979797979798,0.5505069114720962,50,0.625,0.47058823529411764,0.125
1,0.20202020202020202,0.6885837009274953,92,0.0,1.0,0.5
0,0.1111111111111111,0.3116321180793161,92,0.625,0.29411764705882354,0.375
0,0.2828282828282828,0.42094181309021234,45,0.875,0.5294117647058824,0.125
1,0.32323232323232326,0.5517807700001053,42,0.0,0.0,0.75
1,0.8282828282828283,0.9933938328402834,30,0.875,0.0,0.625
1,0.3939393939393939,0.9871666649120406,66,0.625,0.17647058823529413,0.625
1,0.0707070707070707,0.7054017918241443,85,0.375,0.11764705882352941,0.0
0,0.13131313131313133,0.9285323254761177,71,0.0,0.35294117647058826,0.25
0,0.3434343434343434,0.8153115689515408,43,0.625,0.5294117647058824,0.625
1,0.7676767676767676,0.8191752555612873,81,0.625,0.0,0.125
0,0.30303030303030304,0.32809752913556595,60,0.625,0.058823529411764705,0.0
0,0.696969696969697,0.593965490014423,34,0.625,0.058823529411764705,0.75
1,0.2222222222222222,0.3067946139998105,59,0.75,0.11764705882352941,0.375
0,0.6060606060606061,0.4098297661785297,81,0.0,0.058823529411764705,0.625
1,0.6666666666666666,0.6581111099413604,25,0.0,0.0,0.0
0,0.5757575757575758,0.7171612957562614,34,0.0,0.5294117647058824,0.0
0,0.6060606060606061,0.4312905976607325,81,0.625,0.058823529411764705,0.375
0,0.5959595959595959,0.6869940097065914,97,0.0,0.17647058823529413,0.375
0,0.5454545454545454,0.7606409298114479,88,0.875,0.17647058823529413,0.0
1,0.9090909090909091,0.33567224988682665,6,0.0,0.23529411764705882,0.125
0,0.1414141414141414,0.35141650962763327,20,0.0,0.0,0.375
0,0.3434343434343434,0.7112289050080537,54,0.375,0.058823529411764705,0.75
0,0.8585858585858586,0.9468506216640172,17,0.625,0.7058823529411765,0.375
0,0.8383838383838383,0.49138829524040134,65,0.125,0.058823529411764705,0.0
1,0.12121212121212122,0.4450451114363018,96,0.75,0.17647058823529413,0.25
1,0.9595959595959596,0.6407455757103604,3,0.0,0.7058823529411765,0.25
1,0.41414141414141414,0.3459578679187678,91,0.0,0.35294117647058826,0.75
0,0.3838383838383838,0.5095118279343489,96,0.625,0.35294117647058826,0.25
1,0.6868686868686869,0.3808521166054302,61,0.625,0.47058823529411764,0.5
0,0.04040404040404041,0.2794961415772685,21,0.625,0.0,0.75
0,0.050505050505050504,0.7623727457441545,17,0.0,0.058823529411764705,0.25
0,0.030303030303030304,0.9677692736900839,10,0.125,0.058823529411764705,0.125
0,0.20202020202020202,0.5890069167359744,90,0.5,0.058823529411764705,0.25
0,0.030303030303030304,0.3412256414035605,30,0.5,0.058823529411764705,0.0
1,0.36363636363636365,0.4661953741038247,16,0.625,0.058823529411764705,0.5
0,0.7070707070707071,0.5525703517323424,63,0.0,0.058823529411764705,0.0
0,0.1717171717171717,0.8793834945834693,47,0.0,0.058823529411764705,0.5
0,0.31313131313131315,0.3633023466369082,17,0.0,0.35294117647058826,0.0
0,0.48484848484848486,0.9164885721203955,96,0.375,0.0,0.0
1,0.2828282828282828,0.32733953067261834,29,1.0,0.0,0.0
1,0.9797979797979798,0.9674113299714698,70,0.625,0.5294117647058824,0.25
1,0.8181818181818182,0.44096034194152883,1,0.0,0.058823529411764705,0.125
0,0.37373737373737376,0.7800856959373388,91,0.0,0.0,0.125
1,0.8585858585858586,0.6934738437891501,87,0.375,0.058823529411764705,0.0
0,0.7878787878787878,0.3156800404265847,94,0.75,0.8235294117647058,0.75
0,0.13131313131313133,0.4682746059987156,2,0.375,0.7647058823529411,0.25
0,0.5353535353535354,0.7375061850569026,38,0.625,0.058823529411764705,0.5
0,0.41414141414141414,0.8522008274816554,49,0.375,0.058823529411764705,0.25
0,0.09090909090909091,0.3014728331245328,60,0.25,0.058823529411764705,0.0
1,0.20202020202020202,0.6314127196353185,2,0.625,0.47058823529411764,0.125
0,0.98989898989899,0.8801046458989125,63,0.125,0.058823529411764705,0.5
0,0.4444444444444444,0.9796919578468632,2,0.625,0.47058823529411764,0.625
0,0.6666666666666666,0.7089233263499216,59,0.625,0.8823529411764706,0.5
0,0.5858585858585859,0.9500194763493952,74,0.625,0.0,0.25
1,0.9797979797979798,0.5936759767126027,21,0.0,0.5294117647058824,0.625
1,0.13131313131313133,0.7909398128164907,17,0.125,0.0,0.25
1,0.48484848484848486,0.6097255413898744,92,0.0,0.11764705882352941,0.125
0,0.47474747474747475,0.5518334087822544,44,0.0,0.0,0.75
1,0.9393939393939394,0.8031151631275859,66,0.125,0.8235294117647058,0.5
0,0.1111111111111111,0.8542590038636866,45,0.25,0.17647058823529413,0.125
0,0.6868686868686869,0.9041289860717783,59,0.125,0.058823529411764705,0.625
0,0.8787878787878788,0.4090507122027225,73,0.0,0.0,0.0
0,0.2222222222222222,0.5003474159621843,17,0.375,0.058823529411764705,0.125
1,0.898989898989899,0.39384336803983705,33,0.125,0.058823529411764705,0.125
1,0.5757575757575758,0.8015149441502522,92,0.25,0.5294117647058824,0.5
1,0.9191919191919192,0.3786044406076621,14,0.0,0.23529411764705882,0.125
0,0.8484848484848485,0.7966353290450272,95,0.0,0.058823529411764705,0.75
1,0.5656565656565656,0.8575963026519419,51,0.5,0.0,0.375
0,0.26262626262626265,0.274953414677798,30,0.5,0.058823529411764705,0.125
0,0.5656565656565656,0.5278143324876036,87,0.0,0.058823529411764705,0.5
0,0.06060606060606061,0.8962594881404824,23,0.0,0.17647058823529413,0.125
0,0.3333333333333333,0.4672376219903776,1,0.375,0.058823529411764705,0.0
0,0.898989898989899,0.5651247012749113,26,0.0,0.5882352941176471,0.625
1,1.0,0.8673871161316812,83,0.25,0.0,0.125
0,0.25252525252525254,0.8212492235779633,85,0.0,0.11764705882352941,0.0
0,0.9696969696969697,0.9837240885594871,40,0.375,0.058823529411764705,0.75
0,0.35353535353535354,0.5227031067409225,88,0.75,0.29411764705882354,0.125
1,0.16161616161616163,0.305973448998284,65,1.0,0.0,0.25
0,0.8181818181818182,0.4695958394306589,12,0.125,0.058823529411764705,0.75
0,0.0707070707070707,0.7822491498836683,59,0.75,0.058823529411764705,0.75
0,0.31313131313131315,0.734795287776222,62,1.0,0.058823529411764705,0.0
0,0.16161616161616163,0.9056555107541032,62,0.625,0.058823529411764705,0.25
1,0.898989898989899,0.3002147662311685,99,0.0,0.0,0.375
1,0.8484848484848485,0.6190952446124206,63,0.25,0.0,0.625
1,0.40404040404040403,0.9755071746660069,96,0.0,0.0,0.75
0,0.1717171717171717,0.9821186057039384,5,0.625,0.47058823529411764,0.5
1,0.0,0.7964142461600009,89,0.0,0.0,0.625
0,0.696969696969697,0.6523261077831704,52,0.0,0.058823529411764705,0.75
0,0.1717171717171717,0.892206301914999,12,0.875,0.6470588235294118,0.625
0,0.0,0.752166085885437,25,0.375,0.47058823529411764,0.0
0,0.3434343434343434,0.3104582732373904,3,0.375,0.5294117647058824,0.5
0,0.5151515151515151,0.7443966016402245,100,0.625,0.8823529411764706,0.0
1,0.5454545454545454,0.5519386863465526,67,0.625,0.058823529411764705,0.75
0,0.1919191919191919,0.949240422373588,14,0.0,1.0,0.5
0,1.0,0.9101034878457052,13,0.25,0.0,0.25
0,0.020202020202020204,0.5340257087812016,82,0.625,0.23529411764705882,0.25
0,0.9191919191919192,1.0,37,0.25,0.47058823529411764,0.0
1,0.6565656565656566,0.4741912051122785,65,0.0,0.058823529411764705,0.625
0,0.47474747474747475,0.5908545379894091,24,0.5,0.23529411764705882,0.5
0,0.9191919191919192,0.9568414625159233,61,0.0,0.23529411764705882,0.5
0,0.6464646464646465,0.311032035962816,31,0.0,0.058823529411764705,0.25
0,0.9191919191919192,0.3203385726467832,23,0.0,0.058823529411764705,0.625
1,0.32323232323232326,0.7890553444155516,34,0.0,0.35294117647058826,0.25
1,0.15151515151515152,0.7515554760125069,98,0.25,0.47058823529411764,0.5
1,0.2222222222222222,0.8558960699885247,84,0.0,0.47058823529411764,0.25
0,0.37373737373737376,0.7695526756292966,89,0.625,0.23529411764705882,0.375
1,0.8383838383838383,0.7120342783749355,53,0.875,0.23529411764705882,0.5
0,0.898989898989899,0.7160822007222041,1,1.0,0.29411764705882354,0.0
0,0.3333333333333333,0.5852958825944603,67,0.0,0.5294117647058824,0.375
0,0.13131313131313133,0.7585827534294166,62,0.375,0.7058823529411765,0.5
0,0.7171717171717171,0.9335961763188647,56,0.125,0.35294117647058826,0.125
0,0.10101010101010101,0.5938602124501248,85,1.0,0.8823529411764706,0.75
1,0.494949494949495,0.2816648594018129,98,0.0,0.29411764705882354,0.375
0,0.09090909090909091,0.8857475233452999,75,0.5,0.5882352941176471,0.125
0,0.5353535353535354,0.45672565719519514,2,0.875,0.9411764705882353,0.25
0,0.6363636363636364,0.27720109067556614,25,0.625,0.7058823529411765,0.5
0,0.46464646464646464,0.7817911924789708,14,0.625,0.6470588235294118,0.5
1,0.42424242424242425,0.7892448440312885,52,0.0,0.8823529411764706,0.25
0,0.7373737373737373,0.5384736858728036,31,0.375,0.4117647058823529,0.5
1,0.7575757575757576,0.9391600955920284,16,0.5,0.5882352941176471,0.75
0,0.494949494949495,0.44104982787118235,41,0.125,0.8823529411764706,0.0
0,0.9696969696969697,0.9726120416478045,77,0.25,0.47058823529411764,0.5
0,0.5252525252525253,0.3700611662648573,88,0.5,0.8235294117647058,0.25
0,0.15151515151515152,0.30866855464431975,51,0.375,0.29411764705882354,0.75
1,0.9191919191919192,0.5152231357975302,40,0.375,0.8823529411764706,0.75
1,0.2222222222222222,0.3406097676524156,29,0.375,0.4117647058823529,0.25
1,0.6262626262626263,0.37792013643972333,87,0.625,0.47058823529411764,0.0
1,0.41414141414141414,0.40303936328129114,85,0.125,0.9411764705882353,0.0
1,0.6161616161616161,0.6651962900186341,20,0.0,0.6470588235294118,0.375
0,0.7171717171717171,0.8106740922442018,32,0.0,0.4117647058823529,0.75
0,0.9191919191919192,0.36699758914377756,78,0.875,1.0,0.625
0,0.9494949494949495,0.4488245759946098,68,0.5,0.4117647058823529,0.625
0,0.030303030303030304,0.8204491140892964,31,0.625,0.7647058823529411,0.25
0,0.15151515151515152,0.523340036004927,72,0.0,0.47058823529411764,0.75
0,0.9696969696969697,0.7656679335066904,57,0.5,0.11764705882352941,0.0
1,0.12121212121212122,0.6213534483666185,77,0.0,0.5294117647058824,0.125
0,0.23232323232323232,0.38825839325381367,83,0.125,0.0,0.75
1,0.9494949494949495,0.4741806773558487,17,0.0,0.29411764705882354,0.75
0,0.0707070707070707,0.3944118668870477,12,0.0,0.0,0.625
0,0.7474747474747475,0.5335045848379252,36,0.875,0.0,0.5
0,0.5252525252525253,0.49452556665648983,81,0.625,0.5294117647058824,0.125
1,0.3939393939393939,0.7086706601956058,23,0.25,0.058823529411764705,0.625
1,0.7272727272727273,0.5361681072146715,70,0.625,0.47058823529411764,0.625
0,0.5555555555555556,0.8711771084464189,47,0.0,0.5882352941176471,0.375
1,0.29292929292929293,0.7155242296314233,74,0.875,0.29411764705882354,0.0
1,0.3838383838383838,0.544053396780612,20,1.0,0.058823529411764705,0.625
0,0.4444444444444444,0.39581732237042966,79,0.0,0.058823529411764705,0.25
1,0.5858585858585859,0.647893922326213,44,0.375,0.35294117647058826,0.5
1,0.7777777777777778,0.38891637803067786,30,0.625,0.058823529411764705,0.125
0,0.5656565656565656,0.47996041563582387,61,0.375,0.058823529411764705,0.75
1,0.797979797979798,0.453930537863076,52,0.0,0.0,0.125
0,0.9797979797979798,0.507437859917673,4,0.125,0.058823529411764705,0.75
1,0.7878787878787878,0.4400549548885637,12,0.625,0.058823529411764705,0.625
0,0.9191919191919192,0.43445418846789563,50,0.625,0.0,0.0
1,0.35353535353535354,0.48547169612683844,8,0.875,0.0,0.5
0,0.43434343434343436,0.7919188941644646,27,0.0,0.7647058823529411,0.375
0,0.37373737373737376,0.7848179224525461,83,0.875,0.058823529411764705,0.125
1,0.6363636363636364,0.5980028846052617,42,0.0,0.17647058823529413,0.25
0,0.16161616161616163,0.49403602598250285,82,0.625,0.0,0.75
1,0.32323232323232326,0.6226115152599829,92,0.0,0.0,0.5
1,0.9191919191919192,0.4978365460536705,90,0.0,0.0,0.0
0,0.3333333333333333,0.6803931064250898,70,0.5,0.35294117647058826,0.25
0,0.5757575757575758,0.37043490161811615,10,0.625,0.11764705882352941,0.625
0,0.43434343434343436,0.4084769494772969,66,0.625,0.0,0.0
0,0.26262626262626265,0.598539800183183,97,0.375,0.0,0.5
0,0.5959595959595959,0.9984103087790961,8,0.125,0.0,0.75
0,0.6161616161616161,0.7536820828113321,58,0.0,0.0,0.5
0,0.5959595959595959,0.9205996610062429,14,1.0,0.17647058823529413,0.375
1,0.6666666666666666,0.6389137460915705,19,0.0,0.4117647058823529,0.75
1,0.26262626262626265,0.8151483887268784,13,0.625,0.0,0.75
0,0.6767676767676768,0.8471948792992725,51,0.625,0.0,0.5
0,0.8585858585858586,0.6293334877404276,35,0.0,0.0,0.125
0,0.7676767676767676,0.9850874330171497,33,0.125,0.0,0.75
0,0.5757575757575758,0.5130596818512007,22,0.0,0.0,0.0
0,0.7777777777777778,0.8440681356396138,77,0.875,0.47058823529411764,0.5
0,0.6666666666666666,0.9402707738953752,94,0.625,0.058823529411764705,0.125
0,0.494949494949495,0.8958489056397191,80,0.875,0.058823529411764705,0.625
0,0.36363636363636365,0.8738406308231653,40,0.125,0.058823529411764705,0.375
1,0.7474747474747475,0.4831924368597808,83,0.375,0.0,0.75
0,0.16161616161616163,0.995251981850148,86,0.0,0.35294117647058826,0.25
1,0.2727272727272727,0.8038836893469633,15,0.5,0.058823529411764705,0.625
0,0.030303030303030304,0.8345826270963395,98,0.5,0.0,0.25
1,0.31313131313131315,0.7067440807689473,94,1.0,0.058823529411764705,0.25
0,0.30303030303030304,0.7802962510659354,28,0.5,0.058823529411764705,0.0
1,0.9494949494949495,0.9036868203017255,81,0.0,0.0,0.625
0,0.31313131313131315,0.9972206723025256,38,0.0,0.058823529411764705,0.625
1,0.494949494949495,0.561303125690884,53,0.0,0.0,0.25
1,0.494949494949495,0.42681630117805597,48,0.5,0.35294117647058826,0.5
1,0.5353535353535354,0.7830492593723352,52,0.125,0.4117647058823529,0.75
0,0.030303030303030304,0.6192321054460084,95,0.625,0.11764705882352941,0.75
0,0.9191919191919192,0.8397833387726742,37,0.125,0.23529411764705882,0.0
1,0.26262626262626265,0.4186151789192205,6,1.0,0.5294117647058824,0.75
1,0.2828282828282828,0.5338309452872498,64,0.0,0.47058823529411764,0.0
0,0.9292929292929293,0.5764946782191247,72,0.375,0.058823529411764705,0.375
0,0.5959595959595959,0.8257972143556487,70,0.0,0.0,0.75
1,0.15151515151515152,0.8278922378851843,58,0.0,0.0,0.625
0,0.23232323232323232,0.7628201753924221,84,0.25,0.058823529411764705,0.75
1,0.5454545454545454,0.31142682682893447,100,1.0,0.17647058823529413,0.25
0,0.9393939393939394,0.49475717729794605,49,0.0,0.058823529411764705,0.25
0,0.6565656565656566,0.30697884973733247,45,0.125,0.058823529411764705,0.0
0,0.13131313131313133,0.9516354869613737,88,0.875,0.058823529411764705,0.5
1,0.7171717171717171,0.4454399023024203,45,0.125,0.0,0.625
1,0.010101010101010102,0.4878246496889048,59,0.0,0.47058823529411764,0.375
0,0.5757575757575758,0.4608683293503322,94,0.0,0.058823529411764705,0.0
1,0.1414141414141414,0.39044290271300286,79,0.375,0.058823529411764705,0.125
0,0.7777777777777778,0.9518723614810448,33,0.625,0.058823529411764705,0.125
0,0.898989898989899,0.7232410750944867,33,0.125,0.058823529411764705,0.75
1,0.1717171717171717,0.5061429458768042,100,0.0,0.058823529411764705,0.375
1,0.8686868686868687,0.9078979228736564,69,0.375,0.058823529411764705,0.25
1,0.42424242424242425,0.3155905544969312,37,0.5,0.23529411764705882,0.375
0,0.29292929292929293,0.5908176908419047,95,0.375,0.0,0.375
0,0.5454545454545454,0.7668365144704012,35,0.0,0.0,0.125
1,0.9696969696969697,0.7172823649552044,49,0.0,0.7058823529411765,0.5
0,0.5858585858585859,0.3941012980723678,12,0.625,0.0,0.25
0,0.5252525252525253,0.5759998736669228,46,0.25,0.0,0.0
0,0.030303030303030304,0.6633276132523398,57,0.625,0.0,0.0
0,0.13131313131313133,0.8261709497089076,66,0.625,0.23529411764705882,0.75
0,0.030303030303030304,0.6694179203469949,68,0.625,0.058823529411764705,0.125
1,0.898989898989899,0.599208312716477,22,0.125,0.0,0.25
1,0.8383838383838383,0.6948582437596724,2,0.375,0.0,0.5
0,0.8080808080808081,0.9018234074136461,78,0.875,0.5882352941176471,0.375
0,0.7474747474747475,0.48614547253834733,87,0.375,0.058823529411764705,0.375
1,0.42424242424242425,0.32100182130186233,3,0.625,0.0,0.5
0,0.9191919191919192,0.2723635865960605,33,0.0,0.47058823529411764,0.25
0,0.31313131313131315,0.7296366871256067,71,0.5,0.5294117647058824,0.125
1,0.08080808080808081,0.8323402149767863,84,0.0,0.058823529411764705,0.0
1,0.6464646464646465,0.8668291450409004,65,0.5,0.0,0.5
0,0.41414141414141414,0.9100297935506965,27,0.625,0.47058823529411764,0.75
0,0.6262626262626263,0.3690978765515281,93,0.0,0.0,0.0
1,0.41414141414141414,0.6000715887437228,26,0.625,0.4117647058823529,0.75
1,0.2222222222222222,0.6001400191605167,40,0.0,0.29411764705882354,0.75
1,0.050505050505050504,0.3014359859770284,89,0.375,0.4117647058823529,0.75
0,0.3838383838383838,0.687446703233074,2,0.0,0.35294117647058826,0.0
0,0.8888888888888888,0.6400717992988514,7,0.25,0.0,0.5
1,0.5656565656565656,0.5432848705612346,100,0.0,0.35294117647058826,0.625
1,0.47474747474747475,0.3490372366744923,8,0.5,0.0,0.375
1,0.04040404040404041,0.7439754913830313,93,0.75,0.11764705882352941,0.0
1,0.8282828282828283,0.8087001379136093,76,0.375,0.5294117647058824,0.75
0,0.31313131313131315,0.3448893006411404,71,0.875,0.058823529411764705,0.125
0,0.696969696969697,0.80651562845442,83,0.625,0.058823529411764705,0.625
1,0.6262626262626263,0.4883194542411067,75,0.125,0.058823529411764705,0.0
0,0.5454545454545454,0.696647962352743,10,0.0,0.0,0.125
0,0.6060606060606061,0.9794445555707623,49,1.0,0.058823529411764705,0.125
0,0.31313131313131315,0.28320717571878257,32,0.0,0.058823529411764705,0.75
0,0.1717171717171717,0.546069462136924,62,0.625,0.35294117647058826,0.375
0,0.15151515151515152,0.2660890437638835,34,0.625,0.5294117647058824,0.75
0,0.37373737373737376,0.7666733342457389,21,0.625,0.4117647058823529,0.625
1,0.36363636363636365,0.451309126512049,37,0.5,0.0,0.25
0,0.2727272727272727,0.5261246275806163,20,0.375,0.0,0.375
0,0.1111111111111111,0.4380599450451114,21,0.25,0.4117647058823529,0.375
1,0.8383838383838383,0.38642129975680883,50,0.375,0.47058823529411764,0.5
0,0.7171717171717171,0.3385200080010949,43,1.0,0.11764705882352941,0.0
0,0.20202020202020202,0.3150115278932907,79,0.125,0.0,0.0
1,0.030303030303030304,0.35682251255434955,1,0.5,0.058823529411764705,0.625
1,0.5252525252525253,0.9098139745438849,4,0.25,0.0,0.0
1,0.7575757575757576,0.7660416688599493,61,0.625,0.058823529411764705,0.125
1,0.36363636363636365,0.9148988808994916,42,0.0,0.0,0.125
1,0.6060606060606061,0.9779969890616611,69,0.375,0.4117647058823529,0.0
1,0.08080808080808081,0.6305073325823534,71,0.625,0.058823529411764705,0.25
0,0.09090909090909091,0.8348300293724404,86,0.0,0.058823529411764705,0.125
0,0.41414141414141414,0.6217798225020266,52,0.375,0.0,0.625
1,0.3838383838383838,0.5261983218756251,11,0.625,0.4117647058823529,0.375
0,0.696969696969697,0.6356238222072494,27,0.5,0.058823529411764705,0.625
0,0.3333333333333333,0.9981892258940697,53,0.5,0.29411764705882354,0.5
1,0.6464646464646465,0.6606693547538084,6,0.625,0.17647058823529413,0.25
1,0.1919191919191919,0.5358575383999916,49,0.25,0.058823529411764705,0.0
0,0.8888888888888888,0.4890879804604841,74,0.0,0.0,0.25
